episode,advantage_mean,baseline_cost_mean,sampled_cost_mean,entropy_mean,tonn_cost_mean,sampled_minus_tonn
97,-5.506512641906738,11.800146102905273,17.306657791137695,1.7780028581619263,,
98,-5.655109405517578,11.674345016479492,17.32945442199707,1.7853070497512817,,
99,-5.727959156036377,11.722891807556152,17.450851440429688,1.8288220167160034,,
100,-5.666964054107666,11.728578567504883,17.395540237426758,1.7797480821609497,10.069341659545898,7.326200485229492
101,-6.308342933654785,11.024371147155762,17.332714080810547,1.7779806852340698,,
102,-6.122611999511719,11.127938270568848,17.25054931640625,1.7794109582901,,
103,-6.249156951904297,11.008517265319824,17.257675170898438,1.7856074571609497,,
104,-6.178217887878418,11.062633514404297,17.24085235595703,1.7328276634216309,,
105,-6.257966041564941,11.068990707397461,17.32695770263672,1.7710331678390503,,
106,-6.155124664306641,10.963546752929688,17.118671417236328,1.7795817852020264,,
107,-6.004657745361328,11.21276569366455,17.217422485351562,1.8220232725143433,,
108,-6.0831499099731445,11.084805488586426,17.167953491210938,1.8171806335449219,,
109,-6.255283832550049,11.013311386108398,17.26859474182129,1.77484929561615,,
110,-6.249777317047119,11.076298713684082,17.32607650756836,1.8068692684173584,,
111,-6.185015678405762,11.1513671875,17.336383819580078,1.764183759689331,,
112,-6.244899272918701,11.064455032348633,17.30935287475586,1.7684797048568726,,
113,-6.073877334594727,11.085660934448242,17.15953826904297,1.8159688711166382,,
114,-6.214524269104004,11.117252349853516,17.331777572631836,1.7702933549880981,,
115,-5.9924211502075195,10.990134239196777,16.982555389404297,1.7561887502670288,,
116,-5.95186710357666,10.981558799743652,16.933425903320312,1.8088136911392212,,
117,-5.942628383636475,11.034431457519531,16.97705841064453,1.7707644701004028,,
118,-5.855593681335449,11.088007926940918,16.943601608276367,1.7576777935028076,,
119,-6.062371253967285,11.035829544067383,17.09819984436035,1.764277696609497,,
120,-5.992732048034668,11.049982070922852,17.042713165283203,1.8094902038574219,,
121,-5.928399085998535,11.158140182495117,17.08654022216797,1.767041563987732,,
122,-6.192957878112793,11.020599365234375,17.213558197021484,1.7639153003692627,,
123,-5.876354217529297,10.951885223388672,16.82823944091797,1.7969547510147095,,
124,-6.024574279785156,10.956005096435547,16.980579376220703,1.7491488456726074,,
125,-5.896106243133545,10.99428939819336,16.89039421081543,1.7996304035186768,10.060174942016602,6.8302202224731445
126,-6.0507402420043945,11.01089096069336,17.061630249023438,1.7578953504562378,,
127,-5.8599748611450195,10.959922790527344,16.819896697998047,1.797092318534851,,
128,-5.764077186584473,11.076807975769043,16.840885162353516,1.7987157106399536,,
129,-6.1374711990356445,10.928901672363281,17.06637191772461,1.7583144903182983,,
130,-5.82984733581543,10.956933975219727,16.786781311035156,1.7607167959213257,,
131,-5.75505256652832,11.207720756530762,16.962772369384766,1.749845266342163,,
132,-5.743860721588135,11.063240051269531,16.807100296020508,1.748137354850769,,
133,-5.875085830688477,11.066509246826172,16.94159507751465,1.788506269454956,,
134,-5.953354835510254,10.90787124633789,16.861225128173828,1.7569106817245483,,
135,-5.987905025482178,11.07840347290039,17.066308975219727,1.7512521743774414,,
136,-5.563226699829102,11.103754997253418,16.666982650756836,1.7876874208450317,,
137,-6.023101806640625,10.978093147277832,17.00119400024414,1.792730689048767,,
138,-5.798823356628418,10.980472564697266,16.779294967651367,1.7487891912460327,,
139,-5.7130889892578125,11.133244514465332,16.846332550048828,1.743361234664917,,
140,-5.688579082489014,11.048324584960938,16.73690414428711,1.7853705883026123,,
141,-5.7501220703125,11.132736206054688,16.882858276367188,1.7881625890731812,,
142,-5.9189653396606445,10.992712020874023,16.91167640686035,1.7463958263397217,,
143,-5.639744758605957,11.036230087280273,16.675973892211914,1.7366126775741577,,
144,-5.829405784606934,10.98532485961914,16.81473159790039,1.6717615127563477,,
145,-5.853097915649414,10.983888626098633,16.836986541748047,1.7434227466583252,,
146,-5.9048004150390625,10.992294311523438,16.8970947265625,1.7034751176834106,,
147,-5.568984508514404,11.068824768066406,16.63780975341797,1.7407604455947876,,
148,-5.6600542068481445,11.118824005126953,16.77887725830078,1.7407034635543823,,
149,-5.58029317855835,11.061098098754883,16.64139175415039,1.7307610511779785,,
150,-5.581245422363281,11.028387069702148,16.60963249206543,1.7299648523330688,10.062098503112793,6.547533988952637
151,-5.851608753204346,10.806921005249023,16.658531188964844,1.7716423273086548,,
152,-5.648074150085449,10.90412712097168,16.552200317382812,1.7298117876052856,,
153,-5.700570106506348,10.930326461791992,16.630897521972656,1.736443281173706,,
154,-5.871403217315674,10.842378616333008,16.713783264160156,1.7357094287872314,,
155,-5.917450904846191,10.911837577819824,16.829288482666016,1.7683418989181519,,
156,-5.819449424743652,10.807098388671875,16.62654685974121,1.7308653593063354,,
157,-5.768648147583008,10.863348007202148,16.631996154785156,1.7279388904571533,,
158,-5.8387227058410645,10.784067153930664,16.622791290283203,1.7228827476501465,,
159,-5.681310653686523,10.888391494750977,16.5697021484375,1.7663853168487549,,
160,-5.660557746887207,10.787446975708008,16.44800567626953,1.7231940031051636,,
161,-5.763236999511719,10.852333068847656,16.615570068359375,1.763558268547058,,
162,-5.689065456390381,10.681578636169434,16.370643615722656,1.7628363370895386,,
163,-5.82059907913208,10.797167778015137,16.617767333984375,1.7615619897842407,,
164,-5.391596794128418,10.934576034545898,16.326171875,1.7623037099838257,,
165,-5.626677989959717,10.920186042785645,16.546863555908203,1.7633670568466187,,
166,-5.714669704437256,10.725069046020508,16.439739227294922,1.760063648223877,,
167,-5.515097141265869,10.918912887573242,16.434009552001953,1.7550132274627686,,
168,-5.480674743652344,10.660484313964844,16.141159057617188,1.7176841497421265,,
169,-5.550327301025391,10.779014587402344,16.329341888427734,1.7523044347763062,,
170,-5.6334028244018555,10.809751510620117,16.443153381347656,1.7584232091903687,,
171,-5.525158882141113,11.013890266418457,16.539051055908203,1.7588340044021606,,
172,-5.721810340881348,10.819717407226562,16.541526794433594,1.7084203958511353,,
173,-5.456653594970703,10.881834030151367,16.33848762512207,1.7118574380874634,,
174,-5.505520820617676,10.715394973754883,16.220916748046875,1.714414358139038,,
175,-5.430990695953369,10.80207633972168,16.23306655883789,1.7430700063705444,9.979716300964355,6.253350734710693
176,-5.4507880210876465,10.79847240447998,16.24925994873047,1.7112512588500977,,
177,-5.491391658782959,10.935834884643555,16.427227020263672,1.7441351413726807,,
178,-5.3741350173950195,10.987823486328125,16.36195945739746,1.7102141380310059,,
179,-5.433693885803223,10.805828094482422,16.239521026611328,1.6668941974639893,,
180,-5.360806465148926,10.956581115722656,16.317386627197266,1.7459373474121094,,
181,-5.374059677124023,10.9583740234375,16.332433700561523,1.698363184928894,,
182,-5.44752836227417,10.920175552368164,16.36770248413086,1.7008111476898193,,
183,-5.404262065887451,10.865081787109375,16.269344329833984,1.7054126262664795,,
184,-5.6506428718566895,10.771974563598633,16.422618865966797,1.7398602962493896,,
185,-5.370516777038574,10.739368438720703,16.109886169433594,1.743334412574768,,
186,-5.500396251678467,10.743575096130371,16.243972778320312,1.6661007404327393,,
187,-5.480350971221924,10.899971008300781,16.380321502685547,1.7018091678619385,,
188,-5.433896064758301,10.905786514282227,16.339683532714844,1.7019922733306885,,
189,-5.517997741699219,10.858105659484863,16.3761043548584,1.733156681060791,,
190,-5.494866371154785,10.975622177124023,16.470489501953125,1.6913254261016846,,
191,-5.393040657043457,10.777454376220703,16.170495986938477,1.6940441131591797,,
192,-5.120698928833008,10.895415306091309,16.01611328125,1.7318689823150635,,
193,-5.491565704345703,10.806838989257812,16.298404693603516,1.6923381090164185,,
194,-5.440098762512207,10.917140007019043,16.35723876953125,1.69362211227417,,
195,-5.225471496582031,10.818534851074219,16.04400634765625,1.7291991710662842,,
196,-5.425536155700684,10.855056762695312,16.280593872070312,1.7223020792007446,,
197,-5.249976634979248,10.800153732299805,16.050128936767578,1.6828186511993408,,
198,-5.315187454223633,10.837019920349121,16.152206420898438,1.727510929107666,,
199,-5.0907697677612305,10.87600040435791,15.966769218444824,1.681514024734497,,
200,-5.222475528717041,10.84862232208252,16.07109832763672,1.6799883842468262,10.091207504272461,5.979890823364258
201,-5.362188816070557,10.81912899017334,16.181316375732422,1.7219202518463135,,
202,-5.150111198425293,10.89419937133789,16.0443115234375,1.6873739957809448,,
203,-5.268993377685547,10.793048858642578,16.062042236328125,1.680449366569519,,
204,-5.406330108642578,10.913880348205566,16.32021141052246,1.7112679481506348,,
205,-5.107785224914551,10.855995178222656,15.963781356811523,1.6777350902557373,,
206,-5.091222286224365,10.77949047088623,15.870712280273438,1.6736029386520386,,
207,-5.180510520935059,10.844269752502441,16.0247802734375,1.7114962339401245,,
208,-5.190171241760254,10.88300895690918,16.07318115234375,1.7113752365112305,,
209,-5.106221675872803,10.928192138671875,16.034414291381836,1.7123124599456787,,
210,-5.290152072906494,10.860740661621094,16.15089225769043,1.6703931093215942,,
211,-4.954787731170654,10.970016479492188,15.9248046875,1.7154130935668945,,
212,-5.027645587921143,10.845010757446289,15.872655868530273,1.658434271812439,,
213,-5.047185897827148,10.91678237915039,15.963968276977539,1.6622182130813599,,
214,-5.1585187911987305,10.768377304077148,15.926895141601562,1.661839485168457,,
215,-4.987185478210449,10.823853492736816,15.811038970947266,1.664473295211792,,
216,-5.010865688323975,10.970453262329102,15.981317520141602,1.6983132362365723,,
217,-4.981268405914307,10.906700134277344,15.887969017028809,1.6194915771484375,,
218,-4.992389678955078,10.9661865234375,15.958576202392578,1.698357105255127,,
219,-5.047845363616943,10.849925994873047,15.897771835327148,1.6967281103134155,,
220,-5.083202838897705,10.797106742858887,15.880308151245117,1.6883105039596558,,
221,-5.034839630126953,10.977987289428711,16.012828826904297,1.6568392515182495,,
222,-4.947697639465332,10.685639381408691,15.633337020874023,1.6964391469955444,,
223,-5.04592227935791,10.866050720214844,15.91197395324707,1.6957966089248657,,
224,-4.9916768074035645,10.855401992797852,15.84708023071289,1.6893500089645386,,
225,-4.775099754333496,10.890576362609863,15.66567611694336,1.6882975101470947,10.120271682739258,5.54540491104126
226,-4.92901611328125,10.928216934204102,15.857234001159668,1.649965763092041,,
227,-4.864335536956787,10.861641883850098,15.725976943969727,1.6531503200531006,,
228,-4.875329494476318,10.792315483093262,15.667644500732422,1.684921145439148,,
229,-4.981321811676025,10.91281509399414,15.894136428833008,1.6887201070785522,,
230,-5.1195526123046875,10.761589050292969,15.881141662597656,1.6536498069763184,,
231,-4.817380905151367,10.907949447631836,15.725330352783203,1.647038221359253,,
232,-5.091250419616699,10.797501564025879,15.888751983642578,1.6459873914718628,,
233,-4.819515228271484,10.914867401123047,15.734382629394531,1.6455312967300415,,
234,-4.881657123565674,10.850301742553711,15.73195743560791,1.6445072889328003,,
235,-4.597822189331055,10.921628952026367,15.519452095031738,1.6469485759735107,,
236,-4.8937225341796875,10.829870223999023,15.723592758178711,1.6778569221496582,,
237,-4.777517795562744,10.868424415588379,15.645941734313965,1.641520619392395,,
238,-4.925031661987305,10.829812049865723,15.754843711853027,1.6782339811325073,,
239,-4.961347579956055,10.930871963500977,15.892217636108398,1.6717346906661987,,
240,-4.7906999588012695,10.934048652648926,15.724748611450195,1.6752831935882568,,
241,-4.857706546783447,10.894721031188965,15.752426147460938,1.6039142608642578,,
242,-4.7701873779296875,10.842270851135254,15.612458229064941,1.6798880100250244,,
243,-4.67763090133667,10.869584083557129,15.547215461730957,1.665895700454712,,
244,-4.633282661437988,11.026041984558105,15.659324645996094,1.6633609533309937,,
245,-4.7997517585754395,10.86408519744873,15.663837432861328,1.6258926391601562,,
246,-4.778944969177246,10.791817665100098,15.570762634277344,1.664279818534851,,
247,-4.742971420288086,10.927379608154297,15.670351028442383,1.6272506713867188,,
248,-4.875448226928711,10.801098823547363,15.676546096801758,1.6744558811187744,,
249,-4.574413299560547,10.86391830444336,15.438331604003906,1.6278421878814697,,
250,-4.652765274047852,10.88022232055664,15.532987594604492,1.6241905689239502,10.049612045288086,5.483375549316406
251,-4.5814971923828125,10.945158958435059,15.526655197143555,1.6202245950698853,,
252,-4.731711387634277,10.828615188598633,15.560327529907227,1.6556036472320557,,
253,-4.732373237609863,10.729806900024414,15.462180137634277,1.6552729606628418,,
254,-4.620899677276611,10.787904739379883,15.408805847167969,1.6564663648605347,,
255,-4.554657936096191,10.807233810424805,15.361891746520996,1.6553395986557007,,
256,-4.752066612243652,10.795892715454102,15.547959327697754,1.6614103317260742,,
257,-4.55704402923584,10.998878479003906,15.555923461914062,1.6124097108840942,,
258,-4.547383785247803,10.828776359558105,15.37615966796875,1.653944730758667,,
259,-4.623181343078613,10.858978271484375,15.482160568237305,1.6563855409622192,,
260,-4.7882490158081055,10.965200424194336,15.753448486328125,1.6554855108261108,,
261,-4.739696502685547,10.862997055053711,15.602694511413574,1.6146811246871948,,
262,-4.753975868225098,10.817451477050781,15.571428298950195,1.644251823425293,,
263,-4.660500526428223,10.963420867919922,15.623922348022461,1.647143006324768,,
264,-4.843482971191406,10.921131134033203,15.76461410522461,1.6502710580825806,,
265,-4.602961540222168,10.83134651184082,15.434308052062988,1.6537195444107056,,
266,-4.57530403137207,10.928766250610352,15.504071235656738,1.6422057151794434,,
267,-4.524727821350098,10.807226181030273,15.331953048706055,1.6464837789535522,,
268,-4.576333045959473,11.003351211547852,15.579684257507324,1.6405583620071411,,
269,-4.205918788909912,11.022119522094727,15.228038787841797,1.637117624282837,,
270,-4.718886375427246,10.712200164794922,15.431087493896484,1.6405372619628906,,
271,-4.493706703186035,10.812137603759766,15.305843353271484,1.638759970664978,,
272,-4.617016792297363,10.931106567382812,15.548124313354492,1.6341444253921509,,
273,-4.345553398132324,10.949420928955078,15.294974327087402,1.6041910648345947,,
274,-4.399456024169922,10.979957580566406,15.379413604736328,1.637556791305542,,
275,-4.375795364379883,10.93373966217041,15.309535026550293,1.6000910997390747,10.103048324584961,5.206486701965332
276,-4.405777931213379,10.90937614440918,15.315153121948242,1.632751226425171,,
277,-4.477892875671387,10.842344284057617,15.320236206054688,1.5954633951187134,,
278,-4.4290452003479,10.875436782836914,15.304483413696289,1.5973174571990967,,
279,-4.455620288848877,10.902538299560547,15.358159065246582,1.5947222709655762,,
280,-4.38975715637207,10.963143348693848,15.352900505065918,1.5891802310943604,,
281,-4.382830619812012,10.915390968322754,15.298221588134766,1.6244959831237793,,
282,-4.458360195159912,10.913836479187012,15.372197151184082,1.6285805702209473,,
283,-4.377604961395264,10.793493270874023,15.171099662780762,1.5955140590667725,,
284,-4.213076591491699,11.001827239990234,15.214902877807617,1.6312382221221924,,
285,-4.4479522705078125,10.863652229309082,15.311604499816895,1.586955189704895,,
286,-4.287482261657715,10.903133392333984,15.190614700317383,1.5870870351791382,,
287,-4.337794303894043,10.875897407531738,15.213691711425781,1.626597285270691,,
288,-4.409790992736816,10.771265983581543,15.181057929992676,1.623764157295227,,
289,-4.313124656677246,10.72532844543457,15.038454055786133,1.6264443397521973,,
290,-4.3284735679626465,10.79542350769043,15.123897552490234,1.5896356105804443,,
291,-4.364004135131836,10.865800857543945,15.229804039001465,1.615290880203247,,
292,-4.308628559112549,10.850046157836914,15.158674240112305,1.6292418241500854,,
293,-4.404887676239014,10.815553665161133,15.220441818237305,1.6150388717651367,,
294,-4.194873332977295,11.005058288574219,15.199932098388672,1.6146652698516846,,
295,-4.362271308898926,10.850870132446289,15.213141441345215,1.620832085609436,,
296,-4.270336151123047,10.900247573852539,15.170584678649902,1.5809848308563232,,
297,-4.239846229553223,10.867822647094727,15.107667922973633,1.6135202646255493,,
298,-4.1577677726745605,10.933700561523438,15.091468811035156,1.6187289953231812,,
299,-4.070486068725586,10.979433059692383,15.049919128417969,1.6124216318130493,,
300,-4.199291706085205,11.001081466674805,15.200373649597168,1.6064554452896118,10.116588592529297,5.083784580230713
301,-4.274477958679199,10.81651496887207,15.09099292755127,1.61476469039917,,
302,-4.296633720397949,10.929641723632812,15.226276397705078,1.6494239568710327,,
303,-4.3977484703063965,10.862771987915039,15.260520935058594,1.5713320970535278,,
304,-4.330783367156982,10.833684921264648,15.164468765258789,1.6104671955108643,,
305,-4.259059429168701,10.9735746383667,15.232633590698242,1.5328155755996704,,
306,-4.169116973876953,10.782293319702148,14.951410293579102,1.604667067527771,,
307,-4.096246719360352,10.801681518554688,14.897928237915039,1.608590841293335,,
308,-4.2587738037109375,10.77568244934082,15.034456253051758,1.6004174947738647,,
309,-4.142098426818848,10.7142972946167,14.856395721435547,1.6050443649291992,,
310,-4.179018974304199,10.93644905090332,15.115468978881836,1.5630388259887695,,
311,-4.1590118408203125,10.816761016845703,14.975772857666016,1.565295696258545,,
312,-3.9890732765197754,10.982824325561523,14.97189712524414,1.5545885562896729,,
313,-4.239394187927246,10.894369125366211,15.133763313293457,1.591391921043396,,
314,-4.105570316314697,10.879642486572266,14.985214233398438,1.591640830039978,,
315,-4.139272689819336,10.897062301635742,15.036334991455078,1.5941057205200195,,
316,-4.1610260009765625,10.996421813964844,15.15744686126709,1.5897122621536255,,
317,-4.212830543518066,10.839027404785156,15.051857948303223,1.5923433303833008,,
318,-4.2755537033081055,10.882543563842773,15.158096313476562,1.5495035648345947,,
319,-3.9955694675445557,10.81725025177002,14.812820434570312,1.5859624147415161,,
320,-4.193999290466309,10.893760681152344,15.087759971618652,1.587061882019043,,
321,-4.029753684997559,10.8915376663208,14.921292304992676,1.5193431377410889,,
322,-4.12003231048584,10.754758834838867,14.874791145324707,1.5904144048690796,,
323,-3.984032154083252,10.953302383422852,14.937335014343262,1.5806716680526733,,
324,-3.9601035118103027,10.938825607299805,14.89892864227295,1.5795860290527344,,
325,-4.1438798904418945,10.870654106140137,15.014533996582031,1.5867664813995361,10.118623733520508,4.895910263061523
326,-3.9716224670410156,10.856585502624512,14.828207015991211,1.5763180255889893,,
327,-4.00412654876709,10.802905082702637,14.807031631469727,1.5777702331542969,,
328,-4.0066118240356445,10.819313049316406,14.82592487335205,1.577466607093811,,
329,-3.8232619762420654,10.868717193603516,14.691978454589844,1.5747900009155273,,
330,-4.012357234954834,10.806901931762695,14.819258689880371,1.5816454887390137,,
331,-3.9437875747680664,10.785781860351562,14.729569435119629,1.5352625846862793,,
332,-3.8530433177948,11.003789901733398,14.856832504272461,1.5701533555984497,,
333,-3.851440906524658,10.745380401611328,14.596821784973145,1.5730478763580322,,
334,-3.8033690452575684,10.852937698364258,14.656307220458984,1.5667457580566406,,
335,-3.9364733695983887,10.851663589477539,14.788137435913086,1.6139135360717773,,
336,-4.023560523986816,10.886484146118164,14.910043716430664,1.5755685567855835,,
337,-3.9092230796813965,10.90355110168457,14.812774658203125,1.5707076787948608,,
338,-3.9138145446777344,10.901603698730469,14.815418243408203,1.5678825378417969,,
339,-4.028970241546631,10.748631477355957,14.77760124206543,1.5635665655136108,,
340,-3.938568115234375,10.868810653686523,14.807378768920898,1.5673537254333496,,
341,-3.761416435241699,10.854467391967773,14.615884780883789,1.5715757608413696,,
342,-3.971865177154541,10.952892303466797,14.924757957458496,1.5633544921875,,
343,-3.9264185428619385,10.8723726272583,14.798791885375977,1.56586492061615,,
344,-4.01207160949707,10.823031425476074,14.835103034973145,1.5572509765625,,
345,-3.8589491844177246,10.855798721313477,14.714746475219727,1.5240381956100464,,
346,-4.070685863494873,10.700437545776367,14.771123886108398,1.5663671493530273,,
347,-3.849189519882202,10.832820892333984,14.682010650634766,1.5262447595596313,,
348,-3.8501038551330566,10.917570114135742,14.767675399780273,1.5182517766952515,,
349,-3.9738335609436035,10.98843002319336,14.962263107299805,1.5252140760421753,,
350,-3.7342662811279297,10.847700119018555,14.581966400146484,1.5552117824554443,10.075384140014648,4.506581783294678
351,-3.781965732574463,10.837591171264648,14.61955738067627,1.5550352334976196,,
352,-3.747208595275879,10.7888765335083,14.53608512878418,1.5557924509048462,,
353,-3.822472095489502,10.957878112792969,14.780349731445312,1.5536524057388306,,
354,-3.9059345722198486,10.776060104370117,14.681994438171387,1.5490202903747559,,
355,-3.9141416549682617,10.919897079467773,14.834037780761719,1.547511339187622,,
356,-3.873249053955078,10.735692024230957,14.608940124511719,1.5460962057113647,,
357,-3.7304482460021973,10.798260688781738,14.528709411621094,1.5534965991973877,,
358,-3.8490145206451416,10.66455078125,14.513565063476562,1.5572398900985718,,
359,-3.7873659133911133,10.702637672424316,14.49000358581543,1.5546518564224243,,
360,-3.884695529937744,10.794256210327148,14.678951263427734,1.5116605758666992,,
