episode,advantage_mean,baseline_cost_mean,sampled_cost_mean,entropy_mean,tonn_cost_mean,sampled_minus_tonn
3051,-0.08684277534484863,8.521744728088379,8.608587265014648,0.2650247812271118,,
3052,-0.17065544426441193,8.544468879699707,8.715124130249023,0.27486586570739746,,
3053,-0.13870501518249512,8.564587593078613,8.703292846679688,0.2667882442474365,,
3054,-0.1670330911874771,8.555252075195312,8.722285270690918,0.2674728333950043,,
3055,-0.17869329452514648,8.573877334594727,8.752572059631348,0.2774059772491455,,
3056,-0.19190654158592224,8.432390213012695,8.624296188354492,0.27973484992980957,,
3057,-0.1502758115530014,8.512031555175781,8.662307739257812,0.27694135904312134,,
3058,-0.15557512640953064,8.571270942687988,8.726845741271973,0.2631426751613617,,
3059,-0.11555249243974686,8.57107162475586,8.686624526977539,0.2627732753753662,,
3060,-0.11967319250106812,8.457107543945312,8.576780319213867,0.26491090655326843,,
3061,-0.12344874441623688,8.701600074768066,8.825047492980957,0.2623070180416107,,
3062,-0.14304858446121216,8.680341720581055,8.823390007019043,0.2656889259815216,,
3063,-0.19647422432899475,8.544769287109375,8.741243362426758,0.26768025755882263,,
3064,-0.1592012494802475,8.52778434753418,8.686985969543457,0.2625386714935303,,
3065,-0.16453582048416138,8.512136459350586,8.676671981811523,0.2718782424926758,,
3066,-0.1617620885372162,8.50947380065918,8.671236038208008,0.2759883999824524,,
3067,-0.19577936828136444,8.443851470947266,8.639630317687988,0.2745429575443268,,
3068,-0.10331606864929199,8.510811805725098,8.614128112792969,0.26572126150131226,,
3069,-0.10454787313938141,8.720155715942383,8.82470417022705,0.2672848403453827,,
3070,-0.05868672579526901,8.615642547607422,8.67432975769043,0.28325149416923523,,
3071,-0.06913397461175919,8.612842559814453,8.681976318359375,0.2784996032714844,,
3072,-0.08564657717943192,8.425469398498535,8.511115074157715,0.2877718508243561,,
3073,-0.12539689242839813,8.546623229980469,8.672019958496094,0.29553812742233276,,
3074,-0.08338792622089386,8.585461616516113,8.66884994506836,0.29530778527259827,,
3075,-0.18614798784255981,8.565652847290039,8.751801490783691,0.29795950651168823,10.163662910461426,-1.411861777305603
3076,-0.18519651889801025,8.419389724731445,8.604586601257324,0.29759618639945984,,
3077,-0.11642483621835709,8.506567001342773,8.622991561889648,0.29077857732772827,,
3078,-0.15217375755310059,8.65550708770752,8.807680130004883,0.28729110956192017,,
